city_name,address,lat,lng
Hidden Hills,"Hidden Hills, CA 91302, USA",34.1648798,-118.66475369999999
Highland,"Highland, CA, USA",34.121187299999995,-117.20157909999999
Hillsborough,"Hillsborough, CA 94010, USA",37.574103199999996,-122.3794163
Hollister,"Hollister, CA 95023, USA",36.8524545,-121.4016021
Holtville,"Holtville, CA 92250, USA",32.8111612,-115.3802643
Hughson,"Hughson, CA 95326, USA",37.602013899999996,-120.86534879999999
Huntington Beach,"Huntington Beach, CA, USA",33.6594835,-117.99880259999999
Huntington Park,"Huntington Park, CA, USA",33.9792805,-118.2191062
Huron,"Huron, CA 93234, USA",36.2027308,-120.1029177
Imperial,"Imperial, CA, USA",32.847552799999995,-115.56943910000001
Imperial Beach,"Imperial Beach, CA, USA",32.5839444,-117.11308489999998
Indian Wells,"Indian Wells, CA, USA",33.717631,-116.3407549
Indio,"Indio, CA, USA",33.7205771,-116.21556190000001
City of Industry,"City of Industry, CA, USA",34.0197335,-117.95867539999999
Inglewood,"Inglewood, CA, USA",33.9617977,-118.35335440000001
Ione,"Ione, CA, USA",38.352691199999995,-120.9327177
Irvine,"Irvine, CA, USA",33.6845673,-117.8265049
Irwindale,"Irwindale, CA, USA",34.1069527,-117.93534129999999
Isleton,"Isleton, CA 95641, USA",38.161805199999996,-121.61154320000001
Jackson,"Jackson, CA 95642, USA",38.348802299999996,-120.77410180000001
Jurupa Valley,"Jurupa Valley, CA, USA",33.9942737,-117.4971606
Kerman,"Kerman, CA 93630, USA",36.723557199999995,-120.059879
King City,"King City, CA, USA",36.2127439,-121.1260287
Kingsburg,"Kingsburg, CA, USA",36.5139516,-119.5541061
La Cañada Flintridge,"La Cañada Flintridge, CA 91011, USA",34.2068182,-118.20002769999999
La Habra,"La Habra, CA 90631, USA",33.9318591,-117.94613699999998
La Habra Heights,"La Habra Heights, CA, USA",33.9608461,-117.9506186
La Mesa,"La Mesa, CA, USA",32.767828699999995,-117.02308389999997
La Mirada,"La Mirada, CA, USA",33.9172357,-118.0120086
La Palma,"La Palma, CA, USA",33.8463218,-118.04613930000001
La Puente,"La Puente, CA, USA",34.0200114,-117.9495083
La Quinta,"La Quinta, CA, USA",33.6633573,-116.31000949999999
La Verne,"La Verne, CA 91750, USA",34.1008426,-117.76783549999998
Lafayette,"Lafayette, CA, USA",37.8857582,-122.1180201
Laguna Beach,"Laguna Beach, CA, USA",33.5427189,-117.78535679999999
Laguna Hills,"Laguna Hills, CA, USA",33.5916433,-117.6986604
Laguna Niguel,"Laguna Niguel, CA, USA",33.5236744,-117.71494379999999
Laguna Woods,"Laguna Woods, CA, USA",33.6101702,-117.7251162
Lake Elsinore,"Lake Elsinore, CA, USA",33.668044699999996,-117.32769169999999
Lake Forest,"Lake Forest, CA, USA",33.6469437,-117.6861023
Lakeport,"Lakeport, CA 95453, USA",39.0429506,-122.9158293
Lakewood,"Lakewood, CA, USA",33.8508086,-118.1334072
Lancaster,"Lancaster, CA, USA",34.703947,-118.14810159999999
Larkspur,"Larkspur, CA, USA",37.9340915,-122.5352539
Lathrop,"Lathrop, CA, USA",37.8227046,-121.27660999999999
Lawndale,"Lawndale, CA, USA",33.887237,-118.35257440000001
Lemon Grove,"Lemon Grove, CA, USA",32.7425516,-117.03141719999999
Lemoore,"Lemoore, CA 93245, USA",36.3007835,-119.78291069999999
Lincoln,"Lincoln, CA, USA",38.891565,-121.2930079
Lindsay,"Lindsay, CA 93247, USA",36.2030064,-119.08816
Live Oak,"Live Oak, CA 95953, USA",39.2757232,-121.6599701
Livermore,"Livermore, CA, USA",37.6818688,-121.7684732
Livingston,"Livingston, CA 95334, USA",37.3868826,-120.7235329
Lodi,"Lodi, CA, USA",38.1341477,-121.2722194
Loma Linda,"Loma Linda, CA, USA",34.0483474,-117.2611527
Lomita,"Lomita, CA, USA",33.7922392,-118.31507219999999
Lompoc,"Lompoc, CA, USA",34.6391501,-120.4579409
Long Beach,"Long Beach, CA, USA",33.770050399999995,-118.19373949999999
Loomis,"Loomis, CA 95650, USA",38.8212889,-121.19300409999998
Los Alamitos,"Los Alamitos, CA, USA",33.8032009,-118.07188939999999
Los Altos,"Los Altos, CA, USA",37.3813639,-122.11425779999999
Los Altos Hills,"Los Altos Hills, CA, USA",37.3796627,-122.13746369999998
Los Angeles,"Los Angeles, CA, USA",34.0549076,-118.24264299999999
Los Banos,"Los Banos, CA, USA",37.0582786,-120.84991509999998
Los Gatos,"Los Gatos, CA, USA",37.235807799999996,-121.9623751
Loyalton,"Loyalton, CA 96118, USA",39.67629360000001,-120.2410385
Lynwood,"Lynwood, CA, USA",33.930293,-118.21146029999998
Madera,"Madera, CA, USA",36.9613356,-120.06071759999999
Malibu,"Malibu, CA, USA",34.0380585,-118.69234379999997
Mammoth Lakes,"Mammoth Lakes, CA 93546, USA",37.648545999999996,-118.97207900000001
Manhattan Beach,"Manhattan Beach, CA, USA",33.8881489,-118.4092903
Manteca,"Manteca, CA, USA",37.797427299999995,-121.2160526
Maricopa,"Maricopa, CA 93252, USA",35.058858,-119.4009509
Marina,"Marina, CA, USA",36.684402899999995,-121.802173
Martinez,"Martinez, CA 94553, USA",38.0193657,-122.13413209999999
Marysville,"Marysville, CA, USA",39.145725299999995,-121.59135469999998
Maywood,"Maywood, CA 90270, USA",33.9866807,-118.18534899999999
McFarland,"McFarland, CA 93250, USA",35.6780104,-119.2292748
Mendota,"Mendota, CA 93640, USA",36.7535611,-120.38155739999998
Menifee,"Menifee, CA, USA",33.6971468,-117.185294
Menlo Park,"Menlo Park, CA, USA",37.452959799999995,-122.18172519999997
Merced,"Merced, CA, USA",37.302946999999996,-120.48426799999999
Mill Valley,"Mill Valley, CA 94941, USA",37.900346899999995,-122.5286567
Millbrae,"Millbrae, CA, USA",37.5985468,-122.3871942
Milpitas,"Milpitas, CA 95035, USA",37.4323341,-121.8995741
Mission Viejo,"Mission Viejo, CA, USA",33.5968913,-117.6581562
Modesto,"Modesto, CA, USA",37.6392595,-120.9970014
Monrovia,"Monrovia, CA, USA",34.1442616,-118.0019482
Montague,"Montague, CA 96064, USA",41.7281985,-122.5278007
Montclair,"Montclair, CA, USA",34.0775104,-117.6897776
Monte Sereno,"Monte Sereno, CA 95030, USA",37.236332999999995,-121.992458
Montebello,"Montebello, CA, USA",34.019321,-118.11607599999999
Monterey,"Monterey, CA, USA",36.5972925,-121.89776879999998
Monterey Park,"Monterey Park, CA, USA",34.062510599999996,-118.1228476
Moorpark,"Moorpark, CA 93021, USA",34.285558,-118.8820414
Moraga,"Moraga, CA, USA",37.8349263,-122.1296871
Moreno Valley,"Moreno Valley, CA, USA",33.9424658,-117.2296717
Morgan Hill,"Morgan Hill, CA, USA",37.1305012,-121.65439009999999
Mount Shasta,"Mt Shasta, CA 96067, USA",41.3098746,-122.31056660000002
Mountain House,"Mountain House, CA, USA",37.7793901,-121.54323400000001
Mountain View,"Mountain View, CA, USA",37.390026399999996,-122.08123040000001
Murrieta,"Murrieta, CA, USA",33.561262299999996,-117.21051829999999
Napa,"Napa, CA, USA",38.2975381,-122.28686499999999
National City,"National City, CA, USA",32.6781085,-117.09919670000001
Needles,"Needles, CA 92363, USA",34.8480597,-114.61413150000001
Nevada City,"Nevada City, CA 95959, USA",39.261560599999996,-121.01605939999999
Newark,"Newark, CA 94560, USA",37.5299765,-122.03839679999999
Newman,"Newman, CA 95360, USA",37.3137067,-121.02055259999999
Newport Beach,"Newport Beach, CA, USA",33.6041944,-117.87385539999998
Norco,"Norco, CA, USA",33.931125699999996,-117.548661
Norwalk,"Norwalk, CA 90650, USA",33.9170666,-118.07251339999999
Novato,"Novato, CA, USA",38.107419799999995,-122.5697032
Oakdale,"Oakdale, CA 95361, USA",37.7666263,-120.84703080000001
Oakland,"Oakland, CA, USA",37.8043514,-122.2711639
Oakley,"Oakley, CA 94561, USA",37.9974219,-121.7124536
Oceanside,"Oceanside, CA, USA",33.1976677,-117.37875629999999
Ojai,"Ojai, CA 93023, USA",34.448049499999996,-119.24288899999999
Ontario,"Ontario, CA, USA",34.0645932,-117.64834219999999
Orange,"Orange, CA, USA",33.7879085,-117.85528099999999
Orange Cove,"Orange Cove, CA 93646, USA",36.624393999999995,-119.3137301
Orinda,"Orinda, CA, USA",37.8771476,-122.17968880000001
Orland,"Orland, CA 95963, USA",39.747380299999996,-122.1963748
Oroville,"Oroville, CA, USA",39.513315299999995,-121.5577086
Oxnard,"Oxnard, CA, USA",34.197681599999996,-119.17746389999999
Pacific Grove,"Pacific Grove, CA, USA",36.6177374,-121.91662149999999
Pacifica,"Pacifica, CA 94044, USA",37.632791399999995,-122.49006519999999
Palm Desert,"Palm Desert, CA, USA",33.722244499999995,-116.37445559999998
Palm Springs,"Palm Springs, CA, USA",33.8232286,-116.51061910000001
Palmdale,"Palmdale, CA, USA",34.577677,-118.11585449999998
Palo Alto,"Palo Alto, CA, USA",37.4418834,-122.14301950000001
Palos Verdes Estates,"Palos Verdes Estates, CA, USA",33.800571399999995,-118.39007369999999
Paradise,"Paradise, CA 95969, USA",39.7596061,-121.6219177
Paramount,"Paramount, CA, USA",33.8894598,-118.15979109999999
Pasadena,"Pasadena, CA, USA",34.1476527,-118.144302
Parlier,"Parlier, CA 93648, USA",36.6116174,-119.52707339999999
Paso Robles,"Paso Robles, CA 93446, USA",35.6368759,-120.65450219999998
Patterson,"Patterson, CA 95363, USA",37.4716546,-121.12991280000001
Perris,"Perris, CA, USA",33.7865768,-117.22613369999999
Petaluma,"Petaluma, CA, USA",38.232417,-122.63665239999999
Pico Rivera,"Pico Rivera, CA, USA",33.9830688,-118.096735
Piedmont,"Piedmont, CA, USA",37.8244063,-122.23148649999999
Pinole,"Pinole, CA, USA",38.0043667,-122.2988587
Pismo Beach,"Pismo Beach, CA, USA",35.142753299999995,-120.64128269999999
Pittsburg,"Pittsburg, CA, USA",38.0279762,-121.8846806
Placentia,"Placentia, CA 92870, USA",33.871031699999996,-117.86280959999999
Placerville,"Placerville, CA 95667, USA",38.7296252,-120.79854599999999
Pleasant Hill,"Pleasant Hill, CA, USA",37.9479786,-122.0607963
Pleasanton,"Pleasanton, CA, USA",37.6604484,-121.8757968
Plymouth,"Plymouth, CA 95669, USA",38.481853099999995,-120.844659
Point Arena,"Point Arena, CA 95468, USA",38.908798,-123.6930726
Pomona,"Pomona, CA, USA",34.055102999999995,-117.7499909
Port Hueneme,"Port Hueneme, CA, USA",34.147782899999996,-119.1951074
Porterville,"Porterville, CA 93257, USA",36.0651431,-119.0164344
Portola,"Portola, CA 96122, USA",39.810456699999996,-120.4691034
Portola Valley,"Portola Valley, CA, USA",37.384106599999996,-122.23524429999999
Poway,"Poway, CA, USA",32.962823199999995,-117.0358646
Rancho Cordova,"Rancho Cordova, CA, USA",38.587876,-121.28677219999999
Rancho Cucamonga,"Rancho Cucamonga, CA, USA",34.106398899999995,-117.5931084
Rancho Mirage,"Rancho Mirage, CA 92270, USA",33.739744,-116.41279
Rancho Palos Verdes,"Rancho Palos Verdes, CA, USA",33.7444613,-118.3870173
Rancho Santa Margarita,"Rancho Santa Margarita, CA, USA",33.640170999999995,-117.60283199999999
Red Bluff,"Red Bluff, CA 96080, USA",40.1784886,-122.2358302
Redding,"Redding, CA, USA",40.575412899999996,-122.38361210000001
Redlands,"Redlands, CA, USA",34.0555693,-117.1825381
Redondo Beach,"Redondo Beach, CA, USA",33.8491816,-118.38840780000001
Redwood City,"Redwood City, CA, USA",37.4847955,-122.22814100000001
Reedley,"Reedley, CA, USA",36.5963395,-119.45040289999999
Rialto,"Rialto, CA, USA",34.1064001,-117.3703235
Richmond,"Richmond, CA, USA",37.937472299999996,-122.34327169999999
Ridgecrest,"Ridgecrest, CA 93555, USA",35.6205062,-117.6717812
Rio Dell,"Rio Dell, CA, USA",40.4993013,-124.1064369
Rio Vista,"Rio Vista, CA 94571, USA",38.1557502,-121.69134389999999
Ripon,"Ripon, CA 95366, USA",37.7394537,-121.1354141
Riverbank,"Riverbank, CA, USA",37.7360111,-120.93571390000001
Riverside,"Riverside, CA, USA",33.9825358,-117.3757665
Rocklin,"Rocklin, CA, USA",38.7907339,-121.23578279999998
Rohnert Park,"Rohnert Park, CA, USA",38.3396367,-122.70109839999998
Rolling Hills,"Rolling Hills, CA 90274, USA",33.756961499999996,-118.3539613
Rolling Hills Estates,"Rolling Hills Estates, CA, USA",33.7877943,-118.35812840000001
Rosemead,"Rosemead, CA, USA",34.0805651,-118.07284599999998
Roseville,"Roseville, CA, USA",38.7482609,-121.28321930000001
Ross,"Ross, CA, USA",37.9624239,-122.55497749999998
Sacramento,"Sacramento, CA, USA",38.5781342,-121.49442090000001
St. Helena,"St Helena, CA, USA",38.5052429,-122.4703868
Salinas,"Salinas, CA, USA",36.677737199999996,-121.65550130000001
San Anselmo,"San Anselmo, CA 94960, USA",37.9746458,-122.56164480000001
San Bernardino,"San Bernardino, CA, USA",34.1045589,-117.29186899999999
San Bruno,"San Bruno, CA, USA",37.6304904,-122.41108349999999
San Carlos,"San Carlos, CA, USA",37.507159099999996,-122.2605222
San Clemente,"San Clemente, CA, USA",33.4273521,-117.6126004
San Diego,"San Diego, CA, USA",32.715738,-117.1610838
San Dimas,"San Dimas, CA, USA",34.106675599999996,-117.80672570000002
San Fernando,"San Fernando, CA, USA",34.2819461,-118.4389719
San Francisco,"San Francisco, CA, USA",37.7749295,-122.41941550000001
San Gabriel,"San Gabriel, CA, USA",34.09611110000001,-118.10583330000001
San Jacinto,"San Jacinto, CA, USA",33.7839084,-116.958635
San Joaquin,"San Joaquin, CA 93660, USA",36.6066162,-120.1890447
San Jose,"San Jose, CA, USA",37.33874,-121.88525249999999
San Juan Bautista,"San Juan Bautista, CA 95045, USA",36.8455108,-121.53799740000001
San Juan Capistrano,"San Juan Capistrano, CA, USA",33.501902699999995,-117.66276549999999
San Leandro,"San Leandro, CA, USA",37.7257663,-122.15685540000001
San Luis Obispo,"San Luis Obispo, CA, USA",35.2827524,-120.6596156
San Marcos,"San Marcos, CA, USA",33.143372299999996,-117.16614489999999
San Marino,"San Marino, CA 91108, USA",34.121397,-118.10645849999999
San Mateo,"San Mateo, CA, USA",37.5629917,-122.32552539999998
San Pablo,"San Pablo, CA, USA",37.9621457,-122.34552629999999
San Rafael,"San Rafael, CA, USA",37.9735346,-122.5310874
San Ramon,"San Ramon, CA, USA",37.7643595,-121.9539616
Sand City,"Sand City, CA, USA",36.6171819,-121.84828549999997
Sanger,"Sanger, CA, USA",36.708006,-119.55596519999999
Santa Ana,"Santa Ana, CA, USA",33.7454725,-117.867653
Santa Barbara,"Santa Barbara, CA, USA",34.420285,-119.69893499999999
Santa Clara,"Santa Clara, CA, USA",37.354107899999995,-121.9552356
Santa Clarita,"Santa Clarita, CA, USA",34.3916641,-118.542586
Santa Cruz,"Santa Cruz, CA, USA",36.9741275,-122.028807
Santa Fe Springs,"Santa Fe Springs, CA, USA",33.947235899999995,-118.0853451
Santa Maria,"Santa Maria, CA, USA",34.9530337,-120.4357191
Santa Monica,"Santa Monica, CA, USA",34.011882799999995,-118.4915504
Santa Paula,"Santa Paula, CA 93060, USA",34.3541659,-119.0592705
Santa Rosa,"Santa Rosa, CA, USA",38.440429,-122.71405480000001
Santee,"Santee, CA, USA",32.8383828,-116.9739167
Saratoga,"Saratoga, CA, USA",37.2717475,-122.01842649999999
Sausalito,"Sausalito, CA 94965, USA",37.859093699999995,-122.4852507
Scotts Valley,"Scotts Valley, CA 95066, USA",37.048345,-122.01682959999998
Seal Beach,"Seal Beach, CA, USA",33.7414085,-118.1047682
Seaside,"Seaside, CA, USA",36.6149217,-121.82209800000001
Sebastopol,"Sebastopol, CA 95472, USA",38.4021359,-122.82388060000001
Selma,"Selma, CA, USA",36.5707838,-119.6120765
Shafter,"Shafter, CA, USA",35.5020654,-119.2735419
