"city_name","type","county","pop_2020","pop_2010","area_mi2","county_seat","incorporation_date","google_lat","google_lng"
"Montclair","City","San Bernardino",37865,36664,5.53,FALSE,"April 25, 1956",34.0775104,-117.6897776
"Monte Sereno","City","Santa Clara",3479,3341,1.63,FALSE,"May 14, 1957",37.236333,-121.992458
"Montebello","City","Los Angeles",62640,62500,8.33,FALSE,"October 16, 1920",34.019321,-118.116076
"Monterey","City","Monterey",30218,27810,8.65,FALSE,"June 14, 1890",36.5972925,-121.8977688
"Monterey Park","City","Los Angeles",61096,60269,7.67,FALSE,"May 29, 1916",34.0625106,-118.1228476
"Moorpark","City","Ventura",36284,34421,12.28,FALSE,"July 1, 1983",34.285558,-118.8820414
"Moraga","Town","Contra Costa",16870,16016,9.46,FALSE,"November 13, 1974",37.8349263,-122.1296871
"Moreno Valley","City","Riverside",208634,193365,51.33,FALSE,"December 3, 1984",33.9424658,-117.2296717
"Morgan Hill","City","Santa Clara",45483,37882,12.94,FALSE,"November 10, 1906",37.1305012,-121.6543901
"Morro Bay","City","San Luis Obispo",10757,10234,5.33,FALSE,"July 17, 1964",35.3659445,-120.8499924
"Mount Shasta","City","Siskiyou",3223,3394,3.77,FALSE,"May 31, 1905",41.3098746,-122.3105666
"Mountain House","City","San Joaquin",24499,9675,4.558,FALSE,"July 1, 2024",37.7793901,-121.543234
"Mountain View","City","Santa Clara",82376,74066,11.96,FALSE,"November 7, 1902",37.3900264,-122.0812304
"Murrieta","City","Riverside",110949,103466,33.61,FALSE,"July 1, 1991",33.5612623,-117.2105183
"Napa","City","Napa",79246,76915,18.05,TRUE,"March 23, 1872",38.2975381,-122.286865
"National City","City","San Diego",56173,58582,7.3,FALSE,"September 17, 1887",32.6781085,-117.0991967
"Needles","City","San Bernardino",4931,4844,30.58,FALSE,"October 30, 1913",34.8480597,-114.6141315
"Nevada City","City","Nevada",3152,3068,2.19,TRUE,"April 19, 1856",39.2615606,-121.0160594
"Newark","City","Alameda",47529,42573,13.92,FALSE,"September 22, 1955",37.5299765,-122.0383968
"Newman","City","Stanislaus",12351,10224,2.06,FALSE,"June 10, 1908",37.3137067,-121.0205526
"Newport Beach","City","Orange",85239,85186,23.79,FALSE,"September 1, 1906",33.6041944,-117.8738554
"Norco","City","Riverside",26316,27063,13.86,FALSE,"December 28, 1964",33.9311257,-117.548661
"Norwalk","City","Los Angeles",102773,105549,9.71,FALSE,"August 26, 1957",33.9170666,-118.0725134
"Novato","City","Marin",53225,51904,27.48,FALSE,"January 20, 1960",38.1074198,-122.5697032
"Oakdale","City","Stanislaus",23181,20675,6.23,FALSE,"November 24, 1906",37.7666263,-120.8470308
"Oakland","City","Alameda",440646,390724,55.93,TRUE,"May 4, 1852",37.8043514,-122.2711639
"Oakley","City","Contra Costa",43357,35432,15.87,FALSE,"July 1, 1999",37.9974219,-121.7124536
"Oceanside","City","San Diego",174068,167086,41.27,FALSE,"July 3, 1888",33.1976677,-117.3787563
"Ojai","City","Ventura",7637,7461,4.36,FALSE,"August 5, 1921",34.4480495,-119.242889
"Ontario","City","San Bernardino",175265,163924,49.97,FALSE,"December 10, 1891",34.0645932,-117.6483422
"Orange","City","Orange",139911,134616,25.67,FALSE,"April 6, 1888",33.7879085,-117.855281
"Orange Cove","City","Fresno",9649,9078,1.79,FALSE,"January 20, 1948",36.624394,-119.3137301
"Orinda","City","Contra Costa",19514,17643,12.85,FALSE,"July 1, 1985",37.8771476,-122.1796888
"Orland","City","Glenn",8298,7291,2.99,FALSE,"November 11, 1909",39.7473803,-122.1963748
"Oroville","City","Butte",20042,15546,13.83,TRUE,"January 3, 1906",39.5133153,-121.5577086
"Oxnard","City","Ventura",202063,197899,26.53,FALSE,"June 30, 1903",34.1976816,-119.1774639
"Pacific Grove","City","Monterey",15090,15041,2.87,FALSE,"July 5, 1889",36.6177374,-121.9166215
"Pacifica","City","San Mateo",38640,37234,12.58,FALSE,"November 22, 1957",37.6327914,-122.4900652
"Palm Desert","City","Riverside",51163,48445,26.81,FALSE,"November 26, 1973",33.7222445,-116.3744556
"Palm Springs","City","Riverside",44575,44552,94.55,FALSE,"April 20, 1938",33.8232286,-116.5106191
"Palmdale","City","Los Angeles",169450,152750,106.06,FALSE,"August 24, 1962",34.577677,-118.1158545
"Palo Alto","City","Santa Clara",68572,64403,24.1,FALSE,"April 23, 1894",37.4418834,-122.1430195
"Palos Verdes Estates","City","Los Angeles",13347,13438,4.78,FALSE,"December 20, 1939",33.8005714,-118.3900737
"Paradise","Town","Butte",4764,26218,18.32,FALSE,"November 27, 1979",39.7596061,-121.6219177
"Paramount","City","Los Angeles",53733,54098,4.73,FALSE,"January 30, 1957",33.8894598,-118.1597911
"Parlier","City","Fresno",14576,14494,2.41,FALSE,"November 15, 1921",36.6116174,-119.5270734
"Pasadena","City","Los Angeles",138699,137122,22.96,FALSE,"June 19, 1886",34.1476527,-118.144302
"Paso Robles","City","San Luis Obispo",31490,29793,19.65,FALSE,"March 11, 1889",35.6368759,-120.6545022
"Patterson","City","Stanislaus",23781,20413,7.79,FALSE,"December 22, 1919",37.4716546,-121.1299128
"Perris","City","Riverside",78700,68386,31.53,FALSE,"May 26, 1911",33.7865768,-117.2261337
"Petaluma","City","Sonoma",59776,57941,14.42,FALSE,"April 12, 1858",38.232417,-122.6366524
"Pico Rivera","City","Los Angeles",62088,62942,8.32,FALSE,"January 29, 1958",33.9830688,-118.096735
"Piedmont","City","Alameda",11270,10667,1.7,FALSE,"January 31, 1907",37.8244063,-122.2314865
"Pinole","City","Contra Costa",19022,18390,5.1,FALSE,"June 25, 1903",38.0043667,-122.2988587
"Pismo Beach","City","San Luis Obispo",8072,7655,3.5,FALSE,"April 25, 1946",35.1427533,-120.6412827
"Pittsburg","City","Contra Costa",76416,63264,17.68,FALSE,"June 25, 1903",38.0279762,-121.8846806
"Placentia","City","Orange",51824,50533,6.61,FALSE,"December 2, 1926",33.8710317,-117.8628096
"Placerville","City","El Dorado",10747,10389,5.84,TRUE,"May 13, 1854",38.7296252,-120.798546
"Pleasant Hill","City","Contra Costa",34613,33152,7.08,FALSE,"November 14, 1961",37.9479786,-122.0607963
"Pleasanton","City","Alameda",79871,70285,24.14,FALSE,"June 18, 1894",37.6604484,-121.8757968
"Plymouth","City","Amador",1078,1005,2.65,FALSE,"February 8, 1917",38.4818531,-120.844659
"Point Arena","City","Mendocino",460,449,1.37,FALSE,"July 11, 1908",38.908798,-123.6930726
"Pomona","City","Los Angeles",151713,149058,22.99,FALSE,"January 6, 1888",34.055103,-117.7499909
"Port Hueneme","City","Ventura",21954,21723,4.42,FALSE,"March 24, 1948",34.1477829,-119.1951074
"Porterville","City","Tulare",62623,54165,18.65,FALSE,"May 7, 1902",36.0651431,-119.0164344
"Portola","City","Plumas",2100,2104,5.41,FALSE,"May 16, 1946",39.8104567,-120.4691034
"Portola Valley","Town","San Mateo",4456,4353,9.08,FALSE,"July 14, 1964",37.3841066,-122.2352443
"Poway","City","San Diego",48841,47811,39.08,FALSE,"December 1, 1980",32.9628232,-117.0358646
"Rancho Cordova","City","Sacramento",79332,64776,34.57,FALSE,"July 1, 2003",38.587876,-121.2867722
"Rancho Cucamonga","City","San Bernardino",174453,165269,40.11,FALSE,"November 30, 1977",34.1063989,-117.5931084
"Rancho Mirage","City","Riverside",16999,17218,25.35,FALSE,"August 3, 1973",33.739744,-116.41279
"Rancho Palos Verdes","City","Los Angeles",42287,41643,13.47,FALSE,"September 7, 1973",33.7444613,-118.3870173
"Rancho Santa Margarita","City","Orange",47949,47853,12.9,FALSE,"January 1, 2000",33.640171,-117.602832
"Red Bluff","City","Tehama",14710,14076,7.56,TRUE,"March 31, 1876",40.1784886,-122.2358302
"Redding","City","Shasta",93611,89861,59.65,TRUE,"October 4, 1887",40.5754129,-122.3836121
"Redlands","City","San Bernardino",73168,68747,35.99,FALSE,"December 3, 1888",34.0555693,-117.1825381
"Redondo Beach","City","Los Angeles",71576,66747,6.21,FALSE,"April 29, 1892",33.8491816,-118.3884078
"Redwood City","City","San Mateo",84292,76815,19.34,TRUE,"May 11, 1867",37.4847955,-122.228141
"Reedley","City","Fresno",25227,24194,5.51,FALSE,"February 18, 1913",36.5963395,-119.4504029
"Rialto","City","San Bernardino",104026,99171,24.09,FALSE,"November 17, 1911",34.1064001,-117.3703235
"Richmond","City","Contra Costa",116448,103701,30.05,FALSE,"August 7, 1905",37.9374723,-122.3432717
"Ridgecrest","City","Kern",27959,27616,20.86,FALSE,"November 29, 1963",35.6205062,-117.6717812
"Rio Dell","City","Humboldt",3379,3368,2.28,FALSE,"February 23, 1965",40.4993013,-124.1064369
"Rio Vista","City","Solano",10005,7360,6.6,FALSE,"January 6, 1894",38.1557502,-121.6913439
"Ripon","City","San Joaquin",16013,14297,5.33,FALSE,"November 27, 1945",37.7394537,-121.1354141
"Riverbank","City","Stanislaus",24865,22678,4.71,FALSE,"August 23, 1922",37.7360111,-120.9357139
"Riverside","City","Riverside",314998,303871,81.23,TRUE,"October 11, 1883",33.9825358,-117.3757665
"Rocklin","City","Placer",71601,56974,19.81,FALSE,"February 24, 1893",38.7907339,-121.2357828
"Rohnert Park","City","Sonoma",44390,40971,7.29,FALSE,"August 28, 1962",38.3396367,-122.7010984
"Rolling Hills","City","Los Angeles",1739,1860,2.99,FALSE,"January 24, 1957",33.7569615,-118.3539613
"Rolling Hills Estates","City","Los Angeles",8280,8067,3.58,FALSE,"September 18, 1957",33.7877943,-118.3581284
"Rosemead","City","Los Angeles",51185,53764,5.16,FALSE,"August 4, 1959",34.0805651,-118.072846
"Roseville","City","Placer",147773,118788,44.08,FALSE,"April 10, 1909",38.7482609,-121.2832193
"Ross","Town","Marin",2338,2415,1.56,FALSE,"August 21, 1908",37.9624239,-122.5549775
"Sacramento","City","Sacramento",524943,466488,98.61,TRUE,"February 27, 1850",38.5781342,-121.4944209
"Salinas","City","Monterey",163542,150441,23.52,TRUE,"March 4, 1874",36.6777372,-121.6555013
"San Anselmo","Town","Marin",12830,12336,2.68,FALSE,"April 9, 1907",37.9746458,-122.5616448
"San Bernardino","City","San Bernardino",222101,209924,62.13,TRUE,"August 10, 1869",34.1045589,-117.291869
"San Bruno","City","San Mateo",43908,41114,5.49,FALSE,"December 23, 1914",37.6304904,-122.4110835
"San Carlos","City","San Mateo",30722,28406,5.41,FALSE,"July 8, 1925",37.5071591,-122.2605222
"San Clemente","City","Orange",64293,63522,18.36,FALSE,"February 28, 1928",33.4273521,-117.6126004
"San Diego","City","San Diego",1386932,1307402,325.88,TRUE,"March 27, 1850",32.715738,-117.1610838
"San Dimas","City","Los Angeles",34924,33371,15.03,FALSE,"August 4, 1960",34.1066756,-117.8067257
"San Fernando","City","Los Angeles",23946,23645,2.37,FALSE,"August 31, 1911",34.2819461,-118.4389719
"San Francisco","City and county","San Francisco",873965,805235,46.91,TRUE,"April 15, 1850[13]",37.7749295,-122.4194155
"San Gabriel","City","Los Angeles",39568,39718,4.14,FALSE,"April 24, 1913",34.0961111,-118.1058333
"San Jacinto","City","Riverside",53898,44199,25.96,FALSE,"April 20, 1888",33.7839084,-116.958635
"San Joaquin","City","Fresno",3701,4001,1.2,FALSE,"February 14, 1920",36.6066162,-120.1890447
"San Jose","City","Santa Clara",1013240,945942,178.26,TRUE,"March 27, 1850",37.33874,-121.8852525
"San Juan Bautista","City","San Benito",2089,1862,0.79,FALSE,"May 4, 1896",36.8455108,-121.5379974
"San Juan Capistrano","City","Orange",35196,34593,14.43,FALSE,"April 19, 1961",33.5019027,-117.6627655
"San Leandro","City","Alameda",91008,84950,13.32,FALSE,"March 21, 1872",37.7257663,-122.1568554
"San Luis Obispo","City","San Luis Obispo",47063,45119,13.31,TRUE,"February 16, 1856",35.2827524,-120.6596156
"San Marcos","City","San Diego",94833,83781,24.36,FALSE,"January 28, 1963",33.1433723,-117.1661449
"San Marino","City","Los Angeles",12513,13147,3.77,FALSE,"April 25, 1913",34.121397,-118.1064585
"San Mateo","City","San Mateo",105661,97207,12.13,FALSE,"September 4, 1894",37.5629917,-122.3255254
"San Pablo","City","Contra Costa",32127,29139,2.62,FALSE,"April 27, 1948",37.9621457,-122.3455263
"San Rafael","City","Marin",61271,57713,16.59,TRUE,"February 18, 1874",37.9735346,-122.5310874
"San Ramon","City","Contra Costa",84605,72148,18.69,FALSE,"July 1, 1983",37.7643595,-121.9539616
"Sand City","City","Monterey",325,334,0.55,FALSE,"May 31, 1960",36.6171819,-121.8482855
"Sanger","City","Fresno",26617,24270,5.77,FALSE,"May 9, 1911",36.708006,-119.5559652
"Santa Ana","City","Orange",310227,324528,27.34,TRUE,"June 1, 1886",33.7454725,-117.867653
"Santa Barbara","City","Santa Barbara",88665,88410,19.51,TRUE,"April 9, 1850",34.420285,-119.698935
"Santa Clara","City","Santa Clara",127647,116468,18.28,FALSE,"July 5, 1852",37.3541079,-121.9552356
"Santa Clarita","City","Los Angeles",228673,176320,70.75,FALSE,"December 15, 1987",34.3916641,-118.542586
"Santa Cruz","City","Santa Cruz",62956,59946,12.74,TRUE,"March 31, 1866",36.9741275,-122.028807
"Santa Fe Springs","City","Los Angeles",19219,16223,8.86,FALSE,"May 15, 1957",33.9472359,-118.0853451
"Santa Maria","City","Santa Barbara",109707,99553,22.81,FALSE,"September 12, 1905",34.9530337,-120.4357191
"Santa Monica","City","Los Angeles",93076,89736,8.41,FALSE,"November 30, 1886",34.0118828,-118.4915504
"Santa Paula","City","Ventura",30657,29321,5.53,FALSE,"April 22, 1902",34.3541659,-119.0592705
"Santa Rosa","City","Sonoma",178127,167815,42.53,TRUE,"March 26, 1868",38.440429,-122.7140548
"Santee","City","San Diego",60037,53413,16.54,FALSE,"December 1, 1980",32.8383828,-116.9739167
"Saratoga","City","Santa Clara",31051,29926,12.78,FALSE,"October 22, 1956",37.2717475,-122.0184265
"Sausalito","City","Marin",7269,7061,1.76,FALSE,"September 4, 1893",37.8590937,-122.4852507
"Scotts Valley","City","Santa Cruz",12224,11580,4.62,FALSE,"August 2, 1966",37.048345,-122.0168296
"Seal Beach","City","Orange",25242,24168,11.27,FALSE,"October 27, 1915",33.7414085,-118.1047682
"Seaside","City","Monterey",32366,33025,8.92,FALSE,"October 13, 1954",36.6149217,-121.822098
"Sebastopol","City","Sonoma",7521,7379,1.88,FALSE,"June 13, 1902",38.4021359,-122.8238806
"Selma","City","Fresno",24674,23219,5.81,FALSE,"March 15, 1893",36.5707838,-119.6120765
"Shafter","City","Kern",19953,16988,38.7,FALSE,"January 20, 1938",35.5020654,-119.2735419
"Shasta Lake","City","Shasta",10371,10164,10.92,FALSE,"July 2, 1993",40.6804279,-122.3708419
"Sierra Madre","City","Los Angeles",11268,10917,2.95,FALSE,"February 2, 1907",34.1619004,-118.0527046
"Signal Hill","City","Los Angeles",11848,11016,2.19,FALSE,"April 22, 1924",33.8044614,-118.1678456
"Simi Valley","City","Ventura",126356,124237,41.55,FALSE,"October 10, 1969",34.2694474,-118.781482
"Solana Beach","City","San Diego",12941,12867,3.41,FALSE,"July 1, 1986",32.991155,-117.2711481
"Soledad","City","Monterey",24925,25738,4.46,FALSE,"March 9, 1921",36.424687,-121.3263187
"Solvang","City","Santa Barbara",6126,5245,2.43,FALSE,"May 1, 1985",34.5958201,-120.1376481
"Sonoma","City","Sonoma",10739,10648,2.74,FALSE,"September 3, 1883",38.291859,-122.4580356
"Sonora","City","Tuolumne",5003,4903,3.16,TRUE,"May 1, 1851",37.9829496,-120.3821724
"South El Monte","City","Los Angeles",19567,20116,2.84,FALSE,"July 30, 1958",34.0519548,-118.0467339
"South Gate","City","Los Angeles",92726,94396,7.24,FALSE,"January 20, 1923",33.954737,-118.2120161
"South Lake Tahoe","City","El Dorado",21330,21403,10.19,FALSE,"November 30, 1965",38.939926,-119.9771868
"South Pasadena","City","Los Angeles",26943,25619,3.41,FALSE,"March 2, 1888",34.1161196,-118.1503488
"South San Francisco","City","San Mateo",66105,63632,9.2,FALSE,"September 19, 1908",37.654656,-122.4077498
"St. Helena","City","Napa",5430,5814,4.96,FALSE,"March 24, 1876",38.5052429,-122.4703868
"Stanton","City","Orange",37962,38186,3.1,FALSE,"June 4, 1956",33.8028875,-117.9931203
"Stockton","City","San Joaquin",320804,291707,62.21,TRUE,"July 23, 1850",37.9575104,-121.2924737
"Suisun City","City","Solano",29518,28111,4.01,FALSE,"October 9, 1868",38.2382474,-122.040244
"Sunnyvale","City","Santa Clara",155805,140081,22.06,FALSE,"December 24, 1912",37.36883,-122.0363496
"Susanville","City","Lassen",16728,17947,7.92,TRUE,"August 24, 1900",40.4162842,-120.6530063
"Sutter Creek","City","Amador",2646,2501,2.7,FALSE,"February 11, 1913",38.3929675,-120.8024357
"Taft","City","Kern",8546,9327,15.27,FALSE,"November 7, 1910",35.1424671,-119.4565078
"Tehachapi","City","Kern",12939,14414,10.26,FALSE,"August 13, 1909",35.1321877,-118.4489739
"Tehama","City","Tehama",435,418,0.79,FALSE,"July 5, 1906",40.0271015,-122.1233228
"Temecula","City","Riverside",110003,100097,37.27,FALSE,"December 1, 1989",33.4934243,-117.1488156
"Temple City","City","Los Angeles",36494,35558,4,FALSE,"May 25, 1960",34.1072305,-118.0578456
"Thousand Oaks","City","Ventura",126966,126683,55.26,FALSE,"October 7, 1964",34.1761133,-118.8487793
"Tiburon","Town","Marin",9146,8962,4.48,FALSE,"June 23, 1964",37.8735377,-122.4566392
"Torrance","City","Los Angeles",147067,145538,20.52,FALSE,"May 21, 1921",33.8369217,-118.3407451
"Tracy","City","San Joaquin",93000,82922,25.89,FALSE,"July 22, 1910",37.7395818,-121.4260018
"Trinidad","City","Humboldt",307,367,0.49,FALSE,"November 7, 1870",41.059291,-124.1431246
"Truckee","Town","Nevada",16729,16180,32.33,FALSE,"March 23, 1993",39.327962,-120.1832533
"Tulare","City","Tulare",68875,59278,20.39,FALSE,"April 5, 1888",36.2077288,-119.3473379
"Tulelake","City","Siskiyou",902,1010,0.41,FALSE,"March 1, 1937",41.9559884,-121.4774916
"Turlock","City","Stanislaus",72740,68549,16.91,FALSE,"February 15, 1908",37.4945743,-120.8459786
"Tustin","City","Orange",80276,75540,11.16,FALSE,"September 21, 1927",33.7420005,-117.8236391
"Twentynine Palms","City","San Bernardino",28065,25048,58.75,FALSE,"November 23, 1987",34.1355582,-116.0541689
"Ukiah","City","Mendocino",16607,16075,4.78,TRUE,"March 8, 1876",39.1501709,-123.2077831
"Union City","City","Alameda",70143,69516,19.18,FALSE,"January 26, 1959",37.5933562,-122.0438609
"Upland","City","San Bernardino",79040,73732,15.58,FALSE,"May 15, 1906",34.09751,-117.6483876
"Vacaville","City","Solano",102386,92428,29.87,FALSE,"August 9, 1892",38.3565773,-121.9877444
"Vallejo","City","Solano",126090,115942,30.42,FALSE,"March 30, 1868",38.1040864,-122.2566367
"Ventura","City","Ventura",110763,106433,21.89,TRUE,"April 2, 1866",34.2808409,-119.2931259
"Vernon","City","Los Angeles",222,112,4.98,FALSE,"September 22, 1905",34.003903,-118.230073
"Victorville","City","San Bernardino",134810,115903,73.71,FALSE,"September 21, 1962",34.5362184,-117.2927641
"Villa Park","City","Orange",5843,5812,2.08,FALSE,"January 11, 1962",33.8140062,-117.8220723
"Visalia","City","Tulare",141384,124442,37.94,TRUE,"February 27, 1874",36.3301329,-119.2966367
"Vista","City","San Diego",98381,93834,18.75,FALSE,"January 28, 1963",33.2000368,-117.2425355
"Walnut","City","Los Angeles",28430,29172,8.99,FALSE,"January 19, 1959",34.0202894,-117.8653386
"Walnut Creek","City","Contra Costa",70127,64173,19.76,FALSE,"October 21, 1914",37.9100783,-122.0651819
"Wasco","City","Kern",27047,25545,9.39,FALSE,"December 22, 1945",35.5941238,-119.3409457
"Waterford","City","Stanislaus",9120,8456,2.36,FALSE,"November 7, 1969",37.640545,-120.7615808
"Watsonville","City","Santa Cruz",52590,51199,6.71,FALSE,"March 30, 1868",36.910231,-121.7568946
"Weed","City","Siskiyou",2862,2967,4.82,FALSE,"January 25, 1961",41.426848,-122.3842548
"West Covina","City","Los Angeles",109501,106098,16.04,FALSE,"February 17, 1923",34.0686208,-117.9389526
"West Hollywood","City","Los Angeles",35757,34399,1.89,FALSE,"November 29, 1984",34.0907087,-118.3703284
"West Sacramento","City","Yolo",53915,48744,21.47,FALSE,"January 1, 1987",38.5804609,-121.530234
"Westlake Village","City","Los Angeles",8029,8270,5.19,FALSE,"December 11, 1981",34.1466467,-118.8073729
"Westminster","City","Orange",90911,89701,10.04,FALSE,"March 27, 1957",33.7591757,-117.9897058
"Westmorland","City","Imperial",2014,2225,0.59,FALSE,"June 30, 1934",33.0372674,-115.6213817
"Wheatland","City","Yuba",3712,3456,8.12,FALSE,"April 23, 1874",39.008843,-121.4238891
"Whittier","City","Los Angeles",87306,85331,14.65,FALSE,"February 25, 1898",33.9754423,-118.0326781
"Wildomar","City","Riverside",36875,32176,23.7,FALSE,"July 1, 2008",33.5989126,-117.2800372
"Williams","City","Colusa",5538,5123,4.95,FALSE,"May 17, 1920",39.1546137,-122.1494187
"Willits","City","Mendocino",4988,4888,2.82,FALSE,"November 19, 1888",39.4096079,-123.3555656
"Willows","City","Glenn",6293,6166,2.84,TRUE,"January 16, 1886",39.5243265,-122.1935931
"Windsor","Town","Sonoma",26344,26801,7.44,FALSE,"July 1, 1992",38.5471327,-122.8163802
"Winters","City","Yolo",7115,6624,2.94,FALSE,"February 9, 1898",38.5249065,-121.9708017
"Woodlake","City","Tulare",7419,7279,2.61,FALSE,"September 23, 1941",36.4135605,-119.0987176
"Woodland","City","Yolo",61032,55468,15.32,TRUE,"February 22, 1871",38.6785157,-121.7732971
"Woodside","Town","San Mateo",5309,5287,11.47,FALSE,"November 16, 1956",37.4299388,-122.2538557
"Yorba Linda","City","Orange",68336,64234,19.95,FALSE,"November 2, 1967",33.8885035,-117.8132571
"Yountville","Town","Napa",3436,2933,1.49,FALSE,"February 4, 1965",38.4015781,-122.3608105
"Yreka","City","Siskiyou",7807,7765,9.99,TRUE,"April 21, 1857",41.7354186,-122.6344708
"Yuba City","City","Sutter",70117,64925,14.98,TRUE,"January 23, 1908",39.1406607,-121.6177394
"Yucaipa","City","San Bernardino",54542,51367,28.27,FALSE,"November 27, 1989",34.033625,-117.0430865
"Yucca Valley","Town","San Bernardino",21738,20700,39.83,FALSE,"November 27, 1991",34.1141743,-116.432235
